"","Year","Country","iso3","Cluster","fitGHG","lwrGHG","uprGHG","fitBio","lwrBio","uprBio","fitWat","lwrWat","uprWat","fitEF","lwrEF","uprEF"
"72",2010,"Laos","LAO","9",4.43833833165419,4.23623860714411,4.65007969877104,2.86696957670746e-11,2.81117905605688e-11,2.92386731327436e-11,3.20437966188654,3.0649174846356,3.35018775186794,0.436978724604285,0.426844358460691,0.447353706267557
"73",2010,"Latvia","LVA","2",11.4855020687152,11.0597627718008,11.9276299584662,3.53318352117941e-12,3.3901713754603e-12,3.68222854003621e-12,11.9293723515329,11.0084016764722,12.9273920850535,0.462710192036756,0.438843722937587,0.48787463651415
"74",2010,"Lebanon","LBN","6",8.54671434199159,8.33634511716189,8.76239227347072,1.24347633503511e-11,1.19797990481768e-11,1.29070061156634e-11,65.4808223449042,60.5399844734412,70.8248958478993,1.12507485919861,1.08335085185558,1.16840581851457
"75",2010,"Liberia","LBR","10",3.11478825473507,3.00178670553589,3.23204372047597,3.88679590991426e-11,3.72777545267726e-11,4.05259990498524e-11,0.804440788198607,0.695067095176136,0.931025200601115,0.271124807597448,0.256991586482475,0.286035283492698
"76",2010,"Libya","LBY","6",13.3252538422856,12.8838846473384,13.7817432258701,8.00865512062477e-12,7.46151206980655e-12,8.59591946525823e-12,274.717957466087,258.303514405042,292.175491023307,1.81707080791095,1.72377423223582,1.91541691435985
"77",2010,"Lithuania","LTU","2",12.0077243563805,11.5375902028602,12.4970155538258,5.02468085280105e-12,4.74639228034673e-12,5.31928592945149e-12,19.6070048757563,17.3247166041432,22.1899525967422,0.62324378598503,0.586670660849247,0.662096884488258
"78",2010,"Luxembourg","LUX","1",35.7513497161734,34.4348060629398,37.1182286954634,4.20419219474203e-11,3.80538840342668e-11,4.64479052766693e-11,104.485201958091,85.9975910973084,126.947246881253,3.17936999175402,2.84934418335032,3.54762109945605
"79",2010,"Madagascar","MDG","11",2.36036620473404,2.33172186502467,2.38936242955017,3.05803806872977e-10,2.90675365590156e-10,3.21719620471245e-10,5.51379757590943,5.23712910618818,5.80508196221129,0.933875191703619,0.913134837013606,0.955086629409228
"80",2010,"Malawi","MWI","10",1.48989653582226,1.46621906510851,1.51395636592058,5.0139311017383e-12,4.86056745980639e-12,5.17213376850859e-12,3.0832008366449,2.51271171567327,3.78321450080903,0.167665317828374,0.155384788319726,0.180916414704933
"81",2010,"Malaysia","MYS","3",8.45201887094691,8.00771030787452,8.92097993662362,3.00163605981346e-11,2.9274078395133e-11,3.07774643285453e-11,19.4163319396495,17.8825218853402,21.0816991254297,1.00267387818286,0.954871436036731,1.05286938958302
"82",2010,"Mali","MLI","10",1.56454491567345,1.52445007015999,1.60569430319403,3.50475401175018e-12,3.35709617293856e-12,3.65890640306771e-12,5.8386923522243,5.60120366687936,6.08625045818332,0.187119133292634,0.185190318601487,0.189068037187907
"83",2010,"Malta","MLT","2",9.28378347582864,9.03145364088665,9.54316315547266,8.32144010878475e-12,8.05783811152156e-12,8.59366551247526e-12,33.9473862329105,30.0381901155797,38.3653285238606,0.812657883633555,0.766596224335307,0.861487201302607
"84",2010,"Mauritania","MRT","9",5.02688508190458,4.70569205560693,5.37000154877658,1.69347874897956e-11,1.450255706303e-11,1.97749283852582e-11,26.3339663047307,19.7774063642465,35.064141807409,0.771251701775074,0.649393365700642,0.915976692877322
"85",2010,"Mexico","MEX","6",7.24840307460311,7.09000474931119,7.410340188703,4.54479632866225e-11,4.44274829380572e-11,4.64918836338766e-11,32.1192178549431,31.1777406208948,33.089124967635,1.29371430869587,1.26257996119875,1.3256164076415
"86",2010,"Moldova","MDA","4",6.0638350005915,5.81592953816039,6.32230749584168,2.658711830396e-12,2.56975647042488e-12,2.75074649230046e-12,8.40396982383264,7.20503219233595,9.80241405097616,0.302667309825248,0.285426373616091,0.320949670054205
"87",2010,"Mongolia","MNG","7",9.7937935527296,9.03375422768197,10.6177774750133,4.48360566890277e-11,4.35548703060300e-11,4.6154929754053e-11,8.14272485467139,6.66569196345983,9.94704952199264,0.901115608553263,0.829472867433868,0.978946234239611
"88",2010,"Morocco","MAR","5",3.29316868965082,3.19796886719977,3.39120250035225,7.15658219242708e-12,6.89520830121631e-12,7.42786387873588e-12,62.8945119463768,57.6028161627395,68.6723305644855,0.671906132455183,0.649279455400969,0.695321324393485
"89",2010,"Mozambique","MOZ","11",2.06683025544198,1.97220712895849,2.16599323777227,2.02632255873244e-11,1.94722888599477e-11,2.10862890416213e-11,3.84958320229491,3.21785912053256,4.60532617380047,0.320730435661418,0.296259471914785,0.347222695344411
"90",2010,"Namibia","NAM","8",6.48724873271006,6.21081298722305,6.77598829760688,3.21138621011904e-10,3.13175611672301e-10,3.293041030709e-10,12.3851214003177,10.10856203065,15.1743869835801,1.74133472000126,1.61654028990264,1.87576308862954
"91",2010,"Nepal","NPL","8",3.44220640069783,3.31241199254305,3.5770867065085,7.69208325017429e-12,7.60858803471247e-12,7.77649472644209e-12,8.21056999548981,7.4154592435318,9.0909352255748,0.354336483828811,0.339249951953664,0.370093917623647
"92",2010,"Netherlands","NLD","1",18.2963416339367,17.7669110511281,18.8415485518216,1.59962446334961e-11,1.52850173262673e-11,1.67405660662825e-11,48.0224863278942,45.0992747021334,51.1351725353512,1.42213269378588,1.35897623889152,1.48822425356336
"93",2010,"New Zealand","NZL","1",18.2088581924135,17.9240024753581,18.4982409552363,9.83141798865543e-11,9.46843982504103e-11,1.02083111318964e-10,24.1200674223956,21.6936027873815,26.8179360599021,2.06739568126442,2.01617398444128,2.11991868553707
"94",2010,"Nicaragua","NIC","7",3.93636820034454,3.88167322280773,3.99183386113985,7.16192425789467e-11,6.85704973235328e-11,7.48035395365534e-11,5.7322785572359,5.01391189901435,6.55356897360042,0.691536937658024,0.6552641224672,0.729817671605203
"95",2010,"Niger","NER","11",1.54578992391488,1.45776205069797,1.63913341531473,3.08140027144599e-12,2.97971152375312e-12,3.18655935555395e-12,3.01074166926637,2.83905514254021,3.19281061619199,0.143171036149889,0.13966784241958,0.146762098111708
"96",2010,"Nigeria","NGA","9",4.23001499432026,4.18903597301059,4.27139489072346,5.52530120705569e-12,5.34098108535168e-12,5.71598231501337e-12,3.78918951567829,3.28959313239027,4.36466049383242,0.262671248340395,0.25213438096431,0.273648458575223
"97",2010,"Norway","NOR","1",18.5837665123362,18.138588059704,19.0398710554686,1.21448877230104e-11,1.1699318047334e-11,1.26074269635007e-11,33.4726788359377,31.182188562347,35.9314172644943,1.1562996098032,1.10938366156154,1.20519963828299
"98",2010,"Oman","OMN","4",20.9280960592432,20.1001995685859,21.7900923406466,1.15053326714689e-11,1.09907685725235e-11,1.20439875526173e-11,293.752275467713,264.341034858684,326.435883814217,2.43706916096359,2.32670540718593,2.55266785256805
