"","Rate","lwrRate","uprRate","Country","iso3","cluster"
"1",-1.2341799808647,-1.84546633297318,-0.619086662431656,"Afghanistan","AFG",9
"2",0.8533512736002,0.338007221840364,1.3713421737382,"Albania","ALB",4
"3",2.17288297079563,1.39776338504718,2.95392783883979,"Algeria","DZA",6
"4",-1.37574897726689,-2.26489290382704,-0.478516074845059,"Angola","AGO",10
"5",0.833719556218004,0.372333838187133,1.29722614533621,"Argentina","ARG",3
"6",4.17533734012812,2.65946253893559,5.71359562508396,"Armenia","ARM",4
"7",-1.09892306766739,-1.5927900999235,-0.60257751126862,"Australia","AUS",1
"8",-0.810251549674046,-1.15871435269947,-0.46056024861465,"Austria","AUT",1
"9",1.90517904462282,1.14899796924195,2.66701326368521,"Azerbaijan","AZE",5
"10",-0.643970791865944,-1.11251325895926,-0.173208306338501,"Bahrain","BHR",3
"11",2.05275807189862,1.35879874019307,2.75146863941247,"Bangladesh","BGD",8
"12",0.895102978569229,0.355055545840433,1.4380566049921,"Belarus","BLR",3
"13",-0.808812095628586,-1.17430413483458,-0.441968338839904,"Belgium","BEL",1
"14",1.21936027841865,0.514325052942421,1.92934081560938,"Benin","BEN",10
"15",1.54037981236734,0.997383628603599,2.08629532775126,"Bhutan","BTN",8
"16",1.99739343236909,1.24169809731332,2.75872948118367,"Bolivia","BOL",7
"17",0.531197513104265,-0.0133625902484558,1.07872346983344,"Botswana","BWA",7
"18",1.11451905734172,0.575214295906146,1.65671568063157,"Brazil","BRA",4
"19",-0.164131644653742,-0.515788581356103,0.188768329505185,"Bulgaria","BGR",3
"20",1.09433007279776,0.619220958047562,1.57168258268428,"Burkina Faso","BFA",10
"21",-2.25617261494574,-3.14080110601987,-1.3634646892267,"Burundi","BDI",10
"22",1.27654055467128,0.833805307823532,1.72121973786263,"Cambodia","KHM",9
"23",-1.36249751224685,-1.87933316087312,-0.842939510661778,"Cameroon","CMR",9
"24",-0.388077370531592,-0.686695367693657,-0.0885614804984836,"Canada","CAN",1
"25",0.907531560985175,0.580575469191214,1.23555048509503,"Central African Republic","CAF",11
"26",1.54778007615921,1.02327388765389,2.07500946627139,"Chad","TCD",11
"27",1.94151050731453,1.21305298724206,2.67521093176433,"Chile","CHL",3
"28",4.55365444822062,3.00515871238998,6.12542900885829,"China","CHN",5
"29",0.514100305235532,0.230959854468593,0.798040593846761,"Colombia","COL",4
"30",1.02876810849435,0.464921212743752,1.59577952493544,"Costa Rica","CRI",4
"31",-0.467504247118822,-0.980507387240825,0.0481566749694462,"Croatia","HRV",2
"32",-0.841401782853823,-1.5975872241776,-0.0794053415195894,"Cuba","CUB",6
"33",-1.58379042055575,-2.3825291905917,-0.778516102963933,"Cyprus","CYP",2
"34",-0.498360834534528,-0.75083203128713,-0.245247398592474,"Czechia","CZE",2
"35",-0.896472558470185,-1.33601399209098,-0.454972997272296,"Denmark","DNK",1
"36",4.56662519108633,2.59188501830698,6.57937615535558,"Djibouti","DJI",8
"37",0.289461358475029,-0.0977673224348052,0.678190967315073,"Dominican Republic","DOM",5
"38",0.341319447716248,-0.129594779145648,0.814454154294553,"Ecuador","ECU",6
"39",1.84912224582598,1.11332370494357,2.5902751700174,"Egypt","EGY",6
"40",0.633275026505054,0.178139367643881,1.09047848647807,"El Salvador","SLV",5
"41",-1.34780396713322,-2.97903123879699,0.310849359390586,"Equatorial Guinea","GNQ",9
"42",-2.71100198638923,-3.63465369175524,-1.77849717660851,"Eritrea","ERI",10
"43",0.798082737047956,0.360391062907484,1.23768327184133,"Estonia","EST",2
"44",0.244915085136732,-0.0013097477064683,0.491746192603704,"Ethiopia","ETH",11
"45",-0.572233087995477,-0.921325301585663,-0.221910888498023,"Finland","FIN",1
"46",-1.00444289249336,-1.39913286206861,-0.608173016203239,"France","FRA",2
"47",-1.09363012659893,-1.6958999507963,-0.487670436557142,"Gabon","GAB",7
"48",1.99272690150938,1.22994075889111,2.76126077740702,"Georgia","GEO",4
"49",-0.615666831488604,-0.862269121768644,-0.368451125014413,"Germany","DEU",1
"50",1.5733288785782,0.969824325281743,2.18044062588814,"Ghana","GHA",8
"51",-2.80139865237345,-3.84368283083907,-1.74781665863515,"Greece","GRC",2
"52",0.751115753973886,0.434557025725413,1.06867224067724,"Guatemala","GTM",7
"53",0.703890825918041,0.432349462559256,0.976166362204256,"Guinea","GIN",10
"54",1.00101047907342,0.63174329713791,1.37163268326321,"Haiti","HTI",10
"55",0.172710454986369,-0.0769172989809164,0.422961828780699,"Honduras","HND",7
"56",-0.489384845716323,-0.883420041711047,-0.093783173802553,"Hungary","HUN",2
"57",-1.70734390421911,-2.6042247934234,-0.802203977826443,"Iceland","ISL",1
"58",1.68789948555894,1.1195409198844,2.25945260152751,"India","IND",8
"59",1.19774797091197,0.752514358875089,1.64494910674269,"Indonesia","IDN",7
"60",1.63128685086016,1.02245411983728,2.24378883836267,"Iran","IRN",6
"61",3.62543572133682,2.28672495395523,4.9816673011162,"Iraq","IRQ",6
"62",-0.479329525800376,-1.06986460716595,0.114730585435385,"Ireland","IRL",2
"63",-0.768182849230004,-1.08232142743218,-0.453046643023014,"Israel","ISR",2
"64",-2.05345628286405,-2.78224002202867,-1.31920928535454,"Italy","ITA",2
"65",-1.80378983790263,-2.45229514315766,-1.15097321510751,"Jamaica","JAM",5
"66",-0.683326845082077,-0.964193375267464,-0.401663774630423,"Japan","JPN",2
"67",-1.61143197782968,-2.26722409476839,-0.951239460956999,"Jordan","JOR",4
"68",2.55425791056576,1.52879211644306,3.59008116165207,"Kazakhstan","KAZ",4
"69",1.39794279188046,0.881631702950614,1.91689635532277,"Kenya","KEN",9
"70",-1.6584135552989,-2.41438008512931,-0.896590779489603,"Kuwait","KWT",3
"71",4.17053948309822,2.68494516693554,5.67762663317755,"Kyrgyzstan","KGZ",6
"72",2.34499214369281,1.56032277159843,3.13572398198168,"Laos","LAO",9
"73",0.960021178438675,0.332208740636908,1.59176205021003,"Latvia","LVA",2
"74",0.0955231818259961,-0.315597243548071,0.508339158354376,"Lebanon","LBN",6
"75",1.60526885792447,0.987093742739109,2.22722802569388,"Liberia","LBR",10
"76",-0.402249515322717,-0.954742515912088,0.153325394723547,"Libya","LBY",6
"77",1.76103948297746,1.09204988041545,2.4344562100153,"Lithuania","LTU",2
"78",-1.16926902679421,-1.77975576779601,-0.554987812831642,"Luxembourg","LUX",1
"79",-0.351950225771047,-0.552676101787131,-0.150819201826169,"Madagascar","MDG",11
"80",0.545193380640119,0.279546679421405,0.811543796347047,"Malawi","MWI",10
"81",2.61603263196357,1.70498315908933,3.53524307312318,"Malaysia","MYS",3
"82",0.914585691415315,0.482854626998153,1.34817171619042,"Mali","MLI",10
"83",-0.982842767582248,-1.43241603101525,-0.531218970788727,"Malta","MLT",2
"84",-2.55997147149273,-3.61669658966037,-1.49166065397826,"Mauritania","MRT",9
"85",-0.907038895054513,-1.26796002174123,-0.54479839869086,"Mexico","MEX",6
"86",1.86043746555646,1.16068392737301,2.5650313724997,"Moldova","MDA",4
"87",3.9318346733183,2.55453761186648,5.32762869492087,"Mongolia","MNG",7
"88",1.28631651319091,0.796830823483563,1.77817922446202,"Morocco","MAR",5
"89",-0.245154825265315,-1.01419268310694,0.529857820708313,"Mozambique","MOZ",11
"90",0.58775098723105,-0.133031271242212,1.31373543688669,"Namibia","NAM",8
"91",1.92836241173495,1.28342088770272,2.57741072408233,"Nepal","NPL",8
"92",-1.34179078060329,-1.81904555050453,-0.862216089117773,"Netherlands","NLD",1
"93",-0.124324489807481,-0.384053399455753,0.136081611684147,"New Zealand","NZL",1
"94",0.215481993302991,-0.0158224591650935,0.447321547934698,"Nicaragua","NIC",7
"95",2.11873344301017,1.13470366606965,3.11233772372443,"Niger","NER",11
"96",0.332702473240332,0.171530467710257,0.494133798112428,"Nigeria","NGA",9
"97",-0.268254629866327,-0.666805144909044,0.131894973107394,"Norway","NOR",1
"98",1.59677779362155,0.921816138116482,2.2762535695996,"Oman","OMN",4
"99",1.27121678764675,0.828576921470847,1.71579985343044,"Pakistan","PAK",8
"100",2.84868674533918,1.69684867186852,4.01357075843161,"Panama","PAN",4
"101",-0.956231135816066,-1.48762323281658,-0.421972621721378,"Papua New Guinea","PNG",9
"102",1.64325633843261,0.885922640092063,2.40627521380909,"Paraguay","PRY",5
"103",1.8882683491489,1.15967200406915,2.62211236480276,"Peru","PER",5
"104",1.49111220072422,0.919646911502814,2.0658134562493,"Philippines","PHL",7
"105",0.102408821726496,-0.108689572489951,0.313953326138616,"Poland","POL",2
"106",-1.85785091990645,-2.52514260429755,-1.18599110170161,"Portugal","PRT",2
"107",-2.49353158427826,-3.4243403387032,-1.55375157415233,"Qatar","QAT",3
"108",0.435445778154531,-0.101786674135129,0.975567358269247,"Romania","ROU",3
"109",1.47471320919426,0.891491415111911,2.06130642396158,"Russia","RUS",3
"110",1.11110464924764,0.688762230679374,1.5352185973746,"Rwanda","RWA",10
"111",2.10823125847976,1.32629059230049,2.89620620462578,"Saudi Arabia","SAU",4
"112",0.276797132497664,0.00610520023420769,0.548221761250445,"Senegal","SEN",9
"113",2.44061182797288,0.845219939899544,4.06124314016614,"Serbia","SRB",3
"114",0.108082343535987,-0.137495672387189,0.354264275436544,"Sierra Leone","SLE",10
"115",-0.0657701748526529,-0.32814800049038,0.197298338496865,"Singapore","SGP",2
"116",0.492628168467157,0.140339566073533,0.846156104179552,"Slovakia","SVK",2
"117",-1.14923954261746,-1.63749450533557,-0.658560964239929,"Slovenia","SVN",2
"118",-0.0580155846921837,-0.932021489196011,0.823701048672687,"Somalia","SOM",11
"119",-0.236241860232411,-0.621931593640679,0.150944748420501,"South Africa","ZAF",5
"120",-2.11159507837516,-2.91262005107663,-1.30396120339177,"Spain","ESP",2
"121",1.66527917910859,1.06473754483158,2.26938932069354,"Sri Lanka","LKA",7
"122",-0.634131057513165,-1.06381474902012,-0.202581233061239,"Sudan","SDN",9
"123",-0.56805175526996,-0.855890253649494,-0.279377594526198,"Sweden","SWE",1
"124",0.372478286860645,0.111146555780417,0.634492202452996,"Switzerland","CHE",1
"125",-2.88768618744862,-4.03054594562241,-1.73121659435681,"Syria","SYR",6
"126",2.71226482009648,1.66372160058035,3.77162254517944,"Tajikistan","TJK",7
"127",-0.436251754847838,-0.712841890315985,-0.158891105805792,"Tanzania","TZA",10
"128",1.80564811113813,1.14806278014812,2.46750854592794,"Thailand","THA",4
"129",0.253906337103493,-0.0347684291324923,0.543414724383062,"Togo","TGO",10
"130",0.123434073662176,-0.0889852694714643,0.336305038445928,"Tunisia","TUN",4
"131",1.83967730274934,1.1064090384457,2.57826355186275,"Turkey","TUR",4
"132",-0.794338646240378,-1.53054941053404,-0.0526235728821489,"Turkmenistan","TKM",6
"133",0.588228197450102,0.312848673038046,0.864363695632919,"Uganda","UGA",10
"134",-0.863489026243025,-1.58064286973431,-0.141109486809088,"Ukraine","UKR",3
"135",-3.39062422632196,-4.63906113292899,-2.12584315691309,"United Arab Emirates","ARE",3
"136",-2.35260404307209,-3.14573813714066,-1.55297501858875,"United Kingdom","GBR",1
"137",-1.45841292348001,-1.95152331102527,-0.962822560084875,"United States","USA",1
"138",1.88533179069381,1.13183514790289,2.64444246382312,"Uruguay","URY",3
"139",0.449231382474724,0.121248754606684,0.778288433659702,"Uzbekistan","UZB",6
"140",-0.472119923168013,-1.37387813297851,0.437883240956483,"Venezuela","VEN",4
"141",2.33453509560364,1.53865690531247,3.13665152178533,"Vietnam","VNM",5
